Code Identifiant de Spécialité;Dénomination du médicament;Forme pharmaceutique;Voies d'administration;Statut administratif de l’autorisation de mise sur 
le marché;Type de procédure d'autorisation de mise sur le marché;Etat de commercialisation;Date d’AMM;StatutBdm;Numéro de l’autorisation européenne;Titulaire;Surveillance renforcée
63009443;METHADONE AP-HP 20 mg, gélule;Gélule;orale;Autorisation active;Procédure nationale;Commercialisée;2007-09-20;;;ASSISTANCE PUBLIQUE - HOPITAUX DE PARIS - AP-HP;Non
65288721;METHOTREXATE TEVA 2,5 POUR CENT (500 mg/20 ml), solution injectable;Solution Injectable;"intra-artérielle;intramusculaire;intraveineuse;sous-cutanée";Autorisation active;Procédure nationale;Commercialisée;1996-12-27;;;TEVA SANTE;Non
66556019;MIANSERINE CRISTERS 60 mg, comprimé pelliculé sécable;Comprimé Pelliculé Sécable;orale;Autorisation active;Procédure nationale;Commercialisée;2001-06-07;;;CRISTERS;Non
69505624;RIZATRIPTAN MYLAN 10 mg, comprimé orodispersible;Comprimé Orodispersible;orale;Autorisation active;Procédure décentralisée;Commercialisée;2012-01-03;;;MYLAN SAS;Non
67162059;ROCEPHINE 500 mg/5 ml, poudre et solvant pour solution injectable (IV);Poudre Et  Solvant Pour Solution Injectable;intraveineuse;Autorisation active;Procédure de reconnaissance mutuelle;Commercialisée;1984-02-03;;;ROCHE;Non
67776872;ROPINIROLE SANDOZ 2 mg, comprimé pelliculé;Comprimé Pelliculé;orale;Autorisation active;Procédure de reconnaissance mutuelle;Non commercialisée;2010-11-26;Warning disponibilité;;SANDOZ;Non
68650734;ROPIVACAINE ACTAVIS 10 mg/ml, solution injectable en ampoule;Solution Injectable;"infiltration;péridurale;périneurale";Autorisation abrogée;Procédure de reconnaissance mutuelle;Non commercialisée;2010-11-24;Warning disponibilité;;ACTAVIS GROUP PTC (ISLANDE);Non
68402767;ROXITHROMYCINE ZENTIVA 150 mg, comprimé pelliculé;Comprimé Pelliculé;orale;Autorisation active;Procédure nationale;Commercialisée;2003-02-24;;;SANOFI AVENTIS FRANCE;Non
63862313;SACOLENE PEDIATRIQUE 500 mg, granulés pour suspension buvable en sachet-dose;Granulés Pour Suspension Buvable;orale;Autorisation active;Procédure nationale;Commercialisée;1995-12-07;;;DB PHARMA;Non
63859541;SENNA LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;Poudre Et Pommade Et Comprimé Et Granules Et Solution(s);"cutanée;orale;sublinguale";Autorisation active;Enreg homéo (Proc. Nat.);Commercialisée;2013-07-15;;;LEHNING;Non
69208046;SEPTANEST 40 mg/ml ADRENALINEE AU 1/200 000, solution injectable à usage dentaire;Solution Injectable Pour Usage Dentaire;dentaire;Autorisation active;Procédure nationale;Commercialisée;1988-08-09;;;SEPTODONT;Non
61826304;SERMION 5 mg, gélule;Gélule;orale;Autorisation suspendue;Procédure nationale;Non commercialisée;1988-03-05;Alerte;;SANOFI AVENTIS FRANCE;Non
68045233;SIGNIFOR 0,3 mg, solution injectable;Solution Injectable;sous-cutanée;Autorisation active;Procédure centralisée;Commercialisée;2012-04-24;;EU/1/12/753;NOVARTIS EUROPHARM (ROYAUME-UNI);Oui
65347714;SILDENAFIL EG 100 mg, comprimé pelliculé;Comprimé Pelliculé;orale;Autorisation active;Procédure décentralisée;Commercialisée;2011-08-11;;;EG LABO - LABORATOIRES EUROGENERICS;Non
68439865;SKELID 200 mg, comprimé;Comprimé;orale;Autorisation active;Procédure de reconnaissance mutuelle;Commercialisée;1995-05-29;;;HAC PHARMA;Non
62793782;SPIRAMYCINE EG 3 M.U.I., comprimé pelliculé;Comprimé Pelliculé;orale;Autorisation active;Procédure nationale;Commercialisée;2006-06-27;;;EG LABO - LABORATOIRES EUROGENERICS;Non
65265313;SPIRONOLACTONE ALTIZIDE SANDOZ 25 mg/15 mg, comprimé sécable;Comprimé Sécable;orale;Autorisation active;Procédure nationale;Commercialisée;1998-12-17;;;SANDOZ;Non
68916754;SPIRONOLACTONE CRISTERS 25 mg, comprimé pelliculé sécable;Comprimé Pelliculé Sécable;orale;Autorisation active;Procédure nationale;Commercialisée;2009-08-27;;;CRISTERS;Non
69360552;SPIRONOLACTONE ZYDUS 25 mg, comprimé pelliculé sécable;Comprimé Pelliculé Sécable;orale;Autorisation active;Procédure nationale;Commercialisée;2009-08-27;;;ZYDUS FRANCE;Non
64431166;SPIRONOLACTONE ZYDUS 50 mg, comprimé pelliculé sécable;Comprimé Pelliculé Sécable;orale;Autorisation active;Procédure nationale;Commercialisée;2010-04-19;;;ZYDUS FRANCE;Non
60662019;SPOTOF 500 mg, comprimé pelliculé;Comprimé Pelliculé;orale;Autorisation active;Procédure nationale;Commercialisée;1995-05-05;;;LABORATOIRE CCD;Non
65927172;STALEVO 100 mg/25 mg/200 mg, comprimé pelliculé;Comprimé Pelliculé;orale;Autorisation active;Procédure centralisée;Commercialisée;2003-10-17;;EU/1/03/260;ORION CORPORATION;Non
61266453;STICTA PULMONARIA WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;Granules Et  Solution En Gouttes En Gouttes;"orale;sublinguale";Autorisation active;Enreg homéo (Proc. Nat.);Commercialisée;2013-09-18;;;WELEDA;Non
61908153;SUFENTANIL EUROCEPT 5 microgrammes/ml, solution injectable (IV ou péridurale);Solution Injectable;"intraveineuse;péridurale";Autorisation active;Procédure nationale;Commercialisée;2005-02-22;;;EUROCEPT INTERNATIONAL (PAYS-BAS);Non
66372542;SUPPOSITOIRES A LA GLYCERINE CENTRAPHARM ADULTES, suppositoire;Suppositoire;rectale;Autorisation active;Procédure nationale;Commercialisée;1992-05-03;;;LABORATOIRES DELBERT;Non
65175549;SYNERGON, solution injectable en ampoule;Solution Injectable;intramusculaire;Autorisation active;Procédure nationale;Non commercialisée;1997-10-12;Warning disponibilité;;SERP;Non
62227453;TAKETIAM 200 mg, comprimé pelliculé;Comprimé Pelliculé;orale;Autorisation active;Procédure nationale;Commercialisée;1992-08-31;;;TAKEDA FRANCE;Non
65869609;TAMSULOSINE RANBAXY LP 0,4 mg, gélule à libération prolongée;Gélule À Libération Prolongée;orale;Autorisation active;Procédure nationale;Commercialisée;2008-09-09;;;RANBAXY PHARMACIE GENERIQUES;Non
68753339;TANATRIL 10 mg, comprimé sécable;Comprimé Sécable;orale;Autorisation active;Procédure de reconnaissance mutuelle;Commercialisée;1998-09-28;;;IPSEN PHARMA;Non
69557432;TAREG 80 mg, comprimé pelliculé;Comprimé Pelliculé;orale;Autorisation active;Procédure de reconnaissance mutuelle;Commercialisée;2001-05-31;;;NOVARTIS PHARMA;Non
66460565;TASIGNA 200 mg, gélule;Gélule;orale;Autorisation active;Procédure centralisée;Commercialisée;2007-11-19;;EU/1/07/422;NOVARTIS EUROPHARM (ROYAUME-UNI);Non
67873780;TAZOCILLINE 2 g/0,25 g, poudre pour solution pour perfusion;Poudre Pour Solution Pour Perfusion;intraveineuse;Autorisation active;Procédure de reconnaissance mutuelle;Commercialisée;1992-02-07;;;PFIZER HOLDING FRANCE;Non
68849298;PARACETAMOL ARROW 500 mg, gélule;Gélule;orale;Autorisation active;Procédure nationale;Commercialisée;2010-05-14;;;ARROW GENERIQUES;Non
66688184;PARGINE 5 g, solution buvable en ampoules;Solution Buvable;orale;Autorisation active;Procédure nationale;Commercialisée;1984-02-04;;;MEDA PHARMA (FRANCE);Non
68575185;PEDIAVEN AP-HP G15, solution pour perfusion;Solution Et  Solution Pour Perfusion;intraveineuse;Autorisation active;Procédure nationale;Commercialisée;2011-09-28;;;ASSISTANCE PUBLIQUE - HOPITAUX DE PARIS - AP-HP;Non
65922570;PENICILLINE G PANPHARMA 5 000 000 UI, poudre pour usage parentéral;Poudre Pour Usage Parentéral;"intramusculaire;intraveineuse";Autorisation active;Procédure nationale;Commercialisée;1996-04-06;;;PANPHARMA;Non
65795354;PENTOXIFYLLINE TEVA L.P. 400 mg, comprimé pelliculé à libération prolongée;Comprimé Pelliculé À Libération Prolongée;orale;Autorisation active;Procédure nationale;Commercialisée;2004-10-18;;;TEVA SANTE;Non
63276866;PERINDOPRIL ARROW 8 mg, comprimé;Comprimé Sécable;orale;Autorisation active;Procédure décentralisée;Commercialisée;2008-05-27;;;ARROW GENERIQUES;Non
68178753;PERINDOPRIL PHR LAB 8 mg, comprimé;Comprimé;orale;Autorisation active;Procédure nationale;Commercialisée;2010-12-22;;;TEVA SANTE;Non
61844576;PERINDOPRIL/INDAPAMIDE RATIOPHARM 2 mg/0,625 mg, comprimé sécable;Comprimé Sécable;orale;Autorisation active;Procédure de reconnaissance mutuelle;Non commercialisée;2008-10-09;Warning disponibilité;;RATIOPHARM (ALLEMAGNE);Non
68572748;PERSANTINE 10 mg/2 ml, solution injectable, ampoule;Solution Injectable;intraveineuse;Autorisation active;Procédure nationale;Commercialisée;1990-08-22;;;BOEHRINGER INGELHEIM FRANCE;Non
66771751;PHYSIOGINE 1 mg, comprimé sécable;Comprimé Sécable;orale;Autorisation active;Procédure nationale;Commercialisée;1995-06-14;;;ASPEN PHARMA TRADING (IRLANDE);Non
68509057;PHYSIONEAL 35 GLUCOSE 1,36 % CLEARFLEX, solution pour dialyse péritonéale;Solution Et  Solution Pour Dialyse Péritonéale;intrapéritonéale;Autorisation active;Procédure de reconnaissance mutuelle;Commercialisée;2004-12-10;;;BAXTER;Non
60993898;PHYSIOTENS 0,2 mg, comprimé pelliculé;Comprimé Pelliculé;orale;Autorisation active;Procédure nationale;Commercialisée;1994-09-19;;;ABBOTT PRODUCTS;Non
60408405;PHYTACIS. Trousse pour la préparation de la solution injectable de phytate de technétium [99m Tc];Poudre Pour Solution Injectable;intraveineuse;Autorisation active;Procédure nationale;Commercialisée;1999-07-04;;;CIS BIO INTERNATIONAL;Non
60284142;PIPERACILLINE PANPHARMA 4 g, poudre pour solution injectable (I.M., I.V.);Poudre Pour Solution Injectable;"intramusculaire;intraveineuse";Autorisation active;Procédure nationale;Commercialisée;1997-05-12;;;PANPHARMA;Non
61040995;PIPERACILLINE/TAZOBACTAM HOSPIRA 4 g/500 mg, poudre pour solution injectable ou pour perfusion;Poudre Pour Solution Injectable Ou Pour Perfusion;intraveineuse;Autorisation active;Procédure décentralisée;Commercialisée;2008-09-25;;;HOSPIRA FRANCE;Non
64090327;PLASMALYTE VIAFLO, solution pour perfusion;Solution Pour Perfusion;intraveineuse;Autorisation active;Procédure de reconnaissance mutuelle;Commercialisée;2005-11-29;;;BAXTER;Non
68739115;POLYGYNAX VIRGO, capsule vaginale;Capsule;vaginale;Autorisation active;Procédure nationale;Commercialisée;1997-01-27;;;INNOTECH INTERNATIONAL;Non
62762826;POLYIONIQUE B46 AP-HP, solution pour perfusion;Solution Pour Perfusion;intraveineuse;Autorisation active;Procédure nationale;Non commercialisée;2001-04-17;Warning disponibilité;;ASSISTANCE PUBLIQUE - HOPITAUX DE PARIS - AP-HP;Non
63103939;POLYSILANE UPSA, gel oral en tube;Gel;orale;Autorisation active;Procédure nationale;Commercialisée;1993-08-03;;;UPSA;Non
65570603;PRADAXA 110 mg, gélule;Gélule;orale;Autorisation active;Procédure centralisée;Commercialisée;2008-03-18;;EU/1/08/442;BOEHRINGER INGELHEIM INTERNATIONAL;Non
61088335;PRAVASTATINE ALMUS 40 mg, comprimé;Comprimé;orale;Autorisation active;Procédure nationale;Non commercialisée;2006-05-04;Warning disponibilité;;ARROW GENERIQUES;Non
62610754;PRAVASTATINE BIOGARAN 40 mg, comprimé pelliculé;Comprimé Pelliculé;orale;Autorisation active;Procédure de reconnaissance mutuelle;Commercialisée;2006-01-23;;;BIOGARAN;Non
60201844;PRAVASTATINE BIOSTABILEX 20 mg, comprimé sécable;Comprimé Sécable;orale;Autorisation abrogée;Procédure nationale;Non commercialisée;2005-02-09;Warning disponibilité;;SANDOZ;Non
62182990;PRAVASTATINE EG 40 mg, comprimé pelliculé;Comprimé Pelliculé;orale;Autorisation active;Procédure de reconnaissance mutuelle;Commercialisée;2005-07-04;;;EG LABO - LABORATOIRES EUROGENERICS;Non
61077666;PRAVASTATINE RPG 20 mg, comprimé sécable;Comprimé Sécable;orale;Autorisation active;Procédure nationale;Commercialisée;2008-05-28;;;RANBAXY PHARMACIE GENERIQUES;Non
67537107;PREDNISOLONE MYLAN 20 mg, comprimé effervescent sécable;Comprimé Effervescent(e) Sécable;orale;Autorisation active;Procédure nationale;Commercialisée;2002-11-26;;;MYLAN SAS;Non
66640556;PREDNISONE ARROW 5 mg, comprimé sécable;Comprimé Sécable;orale;Autorisation active;Procédure nationale;Commercialisée;2004-12-08;;;ARROW GENERIQUES;Non
66520286;PREDNISONE EG 1 mg, comprimé;Comprimé;orale;Autorisation archivée;Procédure nationale;Non commercialisée;2008-05-13;Warning disponibilité;;EG LABO - LABORATOIRES EUROGENERICS;Non
60912259;PREGABALINE ZENTIVA 150 mg, gélule;Gélule;orale;Autorisation active;Procédure centralisée;Non commercialisée;2015-07-17;;EU/1/15/1021;ZENTIVA (REPUBLIQUE TCHEQUE);Non
60375930;PRETERVAL 2,5 mg/0,625 mg, comprimé pelliculé;Comprimé Pelliculé;orale;Autorisation active;Procédure décentralisée;Commercialisée;2007-02-13;;;LES LABORATOIRES SERVIER;Non
68370390;PRINIVIL 5 mg, comprimé;Comprimé;orale;Autorisation active;Procédure nationale;Non commercialisée;1987-06-10;Warning disponibilité;;MSD FRANCE;Non
69467344;PRITORPLUS 80 mg/12,5 mg, comprimé;Comprimé;orale;Autorisation active;Procédure centralisée;Commercialisée;2002-04-22;;EU/1/02/215;BAYER PHARMA (ALLEMAGNE);Non
62286195;PROPOFOL LIPURO 5 mg/ml, émulsion injectable ou pour perfusion;Émulsion Injectable Ou Pour Perfusion;intraveineuse;Autorisation active;Procédure décentralisée;Commercialisée;2008-10-23;;;B BRAUN MELSUNGEN;Non
65281285;PROVAMES 1 mg, comprimé pelliculé;Comprimé Pelliculé;orale;Autorisation active;Procédure nationale;Commercialisée;1998-04-30;;;SANOFI AVENTIS FRANCE;Non
64303889;PRUNUS SPINOSA LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;Poudre Et Pommade Et Comprimé Et Granules Et Solution(s);"cutanée;orale;sublinguale";Autorisation active;Enreg homéo (Proc. Nat.);Commercialisée;2013-01-07;;;LEHNING;Non
66664532;PULMICORT 1 mg/2 ml, suspension pour inhalation par nébuliseur en récipient unidose;Suspension Pour Inhalation Par Nébuliseur;inhalée;Autorisation active;Procédure nationale;Commercialisée;1994-05-16;;;ASTRAZENECA;Non
67232600;BUDESONIDE EG 1 mg/2 ml, suspension pour inhalation par nébuliseur en récipient unidose;Suspension Pour Inhalation Par Nébuliseur;inhalée;Autorisation active;Procédure nationale;Commercialisée;2004-12-20;;;EG LABO - LABORATOIRES EUROGENERICS;Non
61834055;BURINEX 2 mg/4 ml IV, solution injectable en ampoule;Solution Injectable;intraveineuse;Autorisation active;Procédure nationale;Commercialisée;1986-03-14;;;LABORATOIRES LEO;Non
60042395;CACTUS GRANDIFLORUS LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;Poudre Et Pommade Et Comprimé Et Granules Et Solution(s);"cutanée;orale;sublinguale";Autorisation active;Enreg homéo (Proc. Nat.);Commercialisée;2011-06-04;;;LEHNING;Non
63123849;CADUET 5 mg/10 mg, comprimé pelliculé;Comprimé Pelliculé;orale;Autorisation active;Procédure de reconnaissance mutuelle;Commercialisée;2005-07-07;;;PFIZER HOLDING FRANCE;Non
61851777;CALCIUM SANDOZ 500 mg, comprimé effervescent;Comprimé Effervescent(e);orale;Autorisation active;Procédure de reconnaissance mutuelle;Commercialisée;1996-06-24;;;SANDOZ;Non
69770028;CALCIUM SANDOZ 500 mg, poudre pour solution buvable en sachet-dose;Poudre Pour Solution Buvable;orale;Autorisation active;Procédure nationale;Commercialisée;1988-06-22;;;SANDOZ;Non
60210697;CALCIUM VITAMINE D3 BIOGARAN 500 mg/400 UI, comprimé à sucer;Comprimé À Sucer;orale;Autorisation active;Procédure nationale;Commercialisée;2001-06-14;;;BIOGARAN;Non
62874405;CALCIUM VITAMINE D3 TEVA 500 mg/400 UI, comprimé à sucer ou à croquer;Comprimé Ou À Sucer À Croquer;orale;Autorisation active;Procédure nationale;Commercialisée;2000-07-26;;;TEVA SANTE;Non
67757270;CALMICORT 0,5 %, crème;Crème;cutanée;Autorisation active;Procédure nationale;Commercialisée;2003-07-28;;;LABORATOIRES OMEGA PHARMA FRANCE;Non
62695078;CAMPHRICE DU CANADA 4 POUR CENT, bâton pour application locale;Bâton Pour Application;cutanée;Autorisation active;Procédure nationale;Commercialisée;1996-04-22;;;LABORATOIRE DE L'HOMME DE FER;Non
66432676;CANDESARTAN MYLAN 32 mg, comprimé sécable;Comprimé Sécable;orale;Autorisation suspendue;Procédure décentralisée;Non commercialisée;2011-04-07;Alerte;;MYLAN SAS;Non
61928896;CANDESARTAN ZENTIVA 8 mg, comprimé sécable;Comprimé Sécable;orale;Autorisation active;Procédure décentralisée;Commercialisée;2010-11-16;;;SANOFI AVENTIS FRANCE;Non
60406856;CANTALENE, comprimé à sucer;Comprimé À Sucer;voie buccale autre;Autorisation active;Procédure nationale;Commercialisée;1989-07-09;;;COOPER;Non
64793585;CARBIDOPA LEVODOPA TEVA LP 25 mg/100 mg, comprimé à libération prolongée;Comprimé À Libération Prolongée;orale;Autorisation active;Procédure de reconnaissance mutuelle;Commercialisée;2006-10-18;;;TEVA SANTE;Non
69643340;CEBEMYXINE, pommade ophtalmique;Pommade;ophtalmique;Autorisation active;Procédure nationale;Commercialisée;1991-09-23;;;LABORATOIRE CHAUVIN;Non
65201111;CEFACLOR MYLAN 125 mg/5ml, poudre pour suspension buvable;Poudre Pour Suspension Buvable;orale;Autorisation active;Procédure nationale;Commercialisée;2003-12-02;;;MYLAN SAS;Non
67617382;CEFADROXIL MYLAN 125 mg/5 ml, poudre pour suspension buvable;Poudre Pour Suspension Buvable;orale;Autorisation active;Procédure nationale;Non commercialisée;1998-12-30;Warning disponibilité;;MYLAN SAS;Non
62026621;CEFPODOXIME RANBAXY 100 mg, comprimé pelliculé;Comprimé Pelliculé;orale;Autorisation active;Procédure nationale;Commercialisée;2007-06-06;;;RANBAXY PHARMACIE GENERIQUES;Non
61493159;CEFTRIAXONE MYLAN 1 g/10 ml, poudre et solvant pour solution injectable (IV, SC);Poudre Et  Solvant Pour Solution Injectable;"intramusculaire;intraveineuse;sous-cutanée";Autorisation active;Procédure nationale;Commercialisée;2000-10-19;;;MYLAN SAS;Non
68026724;CEFTRIAXONE PANPHARMA 1 g, poudre pour solution injectable;Poudre Pour Solution Injectable;"intramusculaire;intraveineuse;sous-cutanée";Autorisation active;Procédure nationale;Commercialisée;2001-11-15;;;PANPHARMA;Non
62525058;CEFUROXIME TEVA 1,5 g, poudre pour solution pour perfusion;Poudre Pour Solution Pour Perfusion;intraveineuse;Autorisation abrogée;Procédure nationale;Non commercialisée;2002-04-07;Warning disponibilité;;TEVA SANTE;Non
60112192;CEFUROXIME ZENTIVA 250 mg, comprimé enrobé;Comprimé Enrobé;orale;Autorisation active;Procédure nationale;Commercialisée;2004-12-23;;;SANOFI AVENTIS FRANCE;Non
68220145;CELECTOL 200 mg, comprimé pelliculé;Comprimé Pelliculé;orale;Autorisation active;Procédure nationale;Commercialisée;1987-05-03;;;SANOFI AVENTIS FRANCE;Non
68056596;CELESTAMINE, comprimé;Comprimé;orale;Autorisation active;Procédure nationale;Commercialisée;1997-12-16;;;MSD FRANCE;Non
62437067;CETIRIZINE MYLAN PHARMA 10 mg, comprimé pelliculé sécable;Comprimé Pelliculé Sécable;orale;Autorisation active;Procédure nationale;Commercialisée;2005-03-14;;;MYLAN SAS;Non
62008267;CETIRIZINE ZYDUS 10 mg, comprimé pelliculé sécable;Comprimé Pelliculé Sécable;orale;Autorisation active;Procédure nationale;Commercialisée;2009-09-03;;;ZYDUS FRANCE;Non
61326459;CETORNAN 5 g, poudre pour solution buvable et solution entérale en sachet;Poudre Pour Solution Buvable Entéral(e);"gastro-entérale;orale";Autorisation active;Procédure nationale;Commercialisée;1986-12-29;;;CHIESI;Non
60414486;CETROTIDE 3 mg, poudre et solvant pour solution injectable;Poudre Et  Solvant Pour Solution Injectable;sous-cutanée;Autorisation abrogée;Procédure centralisée;Non commercialisée;1999-04-13;Warning disponibilité;EU/1/99/100;MERCK SERONO EUROPE (ROYAUME-UNI);Non
66215270;CHAMOMILLA VULGARIS 9 CH BOIRON, suppositoire;Suppositoire;rectale;Autorisation active;Procédure nationale;Commercialisée;2012-01-19;;;BOIRON;Non
65586162;CHAMPIX 0,5 mg, comprimé pelliculé;Comprimé Pelliculé;orale;Autorisation active;Procédure centralisée;Commercialisée;2006-09-26;;EU/1/06/360;PFIZER (GRANDE BRETAGNE);Oui
